Simulation;Final_Balance;Return_%;Max_Drawdown_%;Win_Rate_%;Winning_Trades;Max_Win_Streak;Max_Loss_Streak;Max_TTR
772;12884,3539;28,8435;4,8988;63,0000;63;6;4;11
773;14294,2842;42,9428;6,6235;68,0000;68;8;4;33
774;12302,7191;23,0272;5,0675;61,0000;61;5;3;26
775;13016,6415;30,1664;3,0650;63,0000;63;9;2;14
776;15782,2894;57,8229;2,9701;73,0000;73;10;3;6
777;13132,3994;31,3240;3,9746;64,0000;64;8;4;18
778;14054,9069;40,5491;2,9701;67,0000;67;9;3;14
779;12653,0288;26,5303;9,5898;62,0000;62;10;7;24
780;11469,8223;14,6982;6,8040;57,0000;57;6;4;50
781;12975,8114;29,7581;3,9572;63,0000;63;6;3;14
782;15181,9237;51,8192;4,9010;71,0000;71;13;5;12
783;15482,2053;54,8221;2,9701;72,0000;72;12;3;6
784;11531,7675;15,3177;5,7441;57,0000;57;8;5;18
785;15827,1279;58,2713;2,9701;73,0000;73;13;3;8
786;12607,1883;26,0719;7,8357;62,0000;62;12;6;46
787;13514,5176;35,1452;4,9490;65,0000;65;8;3;16
788;13717,6917;37,1769;3,9106;66,0000;66;6;3;14
789;12138,4112;21,3841;4,8761;60,0000;60;8;4;30
790;11921,7564;19,2176;5,7929;59,0000;59;5;4;28
791;11966,0304;19,6603;4,9101;59,0000;59;8;4;18
792;13718,1365;37,1814;3,0218;66,0000;66;11;3;13
793;14535,2171;45,3522;5,1805;69,0000;69;7;5;26
794;11225,4791;12,2548;7,8253;56,0000;56;6;3;44
795;12685,1210;26,8512;4,0313;62,0000;62;6;3;15
796;12689,4073;26,8941;5,9170;62,0000;62;5;5;33
797;11170,7624;11,7076;5,9369;56,0000;56;11;5;24
798;12446,1101;24,4611;4,9864;61,0000;61;11;5;28
799;12733,4496;27,3345;6,7463;62,0000;62;10;6;31
800;11395,0257;13,9503;4,9010;57,0000;57;8;5;24
801;15336,7474;53,3675;2,9701;72,0000;72;11;3;8
802;12355,3017;23,5530;4,9010;61,0000;61;8;5;16
803;16285,0193;62,8502;2,9701;75,0000;75;9;3;6
804;14215,4884;42,1549;3,0251;68,0000;68;6;3;10
805;14485,4655;44,8547;2,0424;69,0000;69;7;2;8
806;12694,0921;26,9409;4,9010;62,0000;62;7;5;16
807;15478,2712;54,7827;3,9846;72,0000;72;11;3;16
808;10813,6754;8,1368;5,8154;54,0000;54;7;4;28
809;13972,1584;39,7216;3,9907;67,0000;67;9;4;12
810;14927,0772;49,2708;4,8701;70,0000;70;13;4;16
811;12874,6982;28,7470;4,2492;63,0000;63;8;3;23
812;12396,9298;23,9693;5,0301;61,0000;61;9;4;46
813;14464,4876;44,6449;5,8845;69,0000;69;11;6;20
814;13423,9330;34,2393;4,1635;65,0000;65;7;4;18
815;14043,2756;40,4328;4,8302;67,0000;67;8;3;21
816;13983,9132;39,8391;4,9713;67,0000;67;14;5;17
817;13530,2784;35,3028;4,9420;65,0000;65;6;4;13
818;13445,6675;34,4567;5,8520;65,0000;65;9;6;24
819;14217,0108;42,1701;3,9404;68,0000;68;6;4;10
820;12937,3523;29,3735;5,1251;63,0000;63;14;4;32
821;12222,2165;22,2222;4,0402;60,0000;60;11;4;30
822;15110,0523;51,1005;2,9701;71,0000;71;6;3;8
823;13386,8397;33,8684;3,9553;65,0000;65;9;4;14
824;14893,3072;48,9331;3,0218;70,0000;70;10;3;16
825;12629,4004;26,2940;5,9362;62,0000;62;12;4;21
826;13226,3096;32,2631;4,0180;64,0000;64;8;4;17
827;12665,7545;26,6575;3,9812;62,0000;62;7;3;36
828;12844,8401;28,4484;3,9404;63,0000;63;6;4;24
829;13078,1197;30,7812;3,9404;64,0000;64;8;4;14
830;15118,0988;51,1810;2,9701;71,0000;71;8;3;8
831;11654,3384;16,5434;5,0203;58,0000;58;11;3;38
832;13470,7617;34,7076;6,8518;65,0000;65;6;6;28
833;13068,3697;30,6837;3,9404;64,0000;64;7;4;8
834;15724,1777;57,2418;3,0988;73,0000;73;11;3;16
835;13145,4316;31,4543;4,1446;64,0000;64;8;4;20
836;14569,6452;45,6965;5,9611;69,0000;69;17;5;17
837;11957,4024;19,5740;4,9248;59,0000;59;13;5;16
838;13754,8559;37,5486;3,9404;66,0000;66;8;4;32
839;11898,6230;18,9862;6,8418;59,0000;59;5;4;35
840;13682,2005;36,8220;3,0843;66,0000;66;10;3;18
841;12400,8738;24,0087;4,9911;61,0000;61;7;4;20
842;11398,0036;13,9800;7,8390;57,0000;57;9;6;36
843;11655,7622;16,5576;4,8619;58,0000;58;8;4;18
844;13389,9292;33,8993;4,9652;65,0000;65;11;4;17
845;12918,3520;29,1835;2,1226;63,0000;63;4;2;12
846;12945,5406;29,4554;4,0092;63,0000;63;9;4;18
847;12619,5635;26,1956;2,9828;62,0000;62;6;3;8
848;14570,6182;45,7062;6,7153;69,0000;69;9;5;26
849;14791,6740;47,9167;4,0300;70,0000;70;13;4;12
850;14570,2583;45,7026;2,9871;69,0000;69;13;3;8
851;12142,6368;21,4264;5,0577;60,0000;60;6;3;48
852;14582,8376;45,8284;5,9359;69,0000;69;12;4;12
853;13526,2389;35,2624;7,7397;65,0000;65;14;4;38
854;12830,7959;28,3080;4,9478;63,0000;63;6;3;23
855;11741,9377;17,4194;6,8788;58,0000;58;10;6;48
856;13173,3915;31,7339;4,0028;64,0000;64;7;3;22
857;11903,2257;19,0323;8,9096;59,0000;59;8;8;42
858;15154,8023;51,5480;5,8489;71,0000;71;17;5;32
859;13260,3525;32,6035;6,8116;64,0000;64;9;5;19
860;13108,8692;31,0887;3,0503;64,0000;64;6;3;14
861;12377,2074;23,7721;5,8520;61,0000;61;7;6;38
862;15093,5356;50,9354;3,0394;71,0000;71;11;3;16
863;11252,6227;12,5262;12,3502;56,0000;56;8;5;52
864;13166,2431;31,6624;3,9404;64,0000;64;6;4;12
865;13942,1566;39,4216;3,1246;67,0000;67;11;2;22
866;13720,2401;37,2024;7,7247;66,0000;66;8;5;40
867;11852,9368;18,5294;4,9448;59,0000;59;9;4;28
868;11300,9145;13,0091;4,7266;56,0000;56;5;4;30
869;12652,3515;26,5235;4,9010;62,0000;62;7;5;15
870;11450,5181;14,5052;4,0555;57,0000;57;7;3;20
871;13708,9619;37,0896;4,9919;66,0000;66;8;4;14
872;13714,1080;37,1411;6,7935;66,0000;66;9;7;21
873;13744,5943;37,4459;6,8145;66,0000;66;11;5;24
874;13622,0562;36,2206;4,9643;66,0000;66;9;5;16
875;12444,6540;24,4465;8,6724;61,0000;61;15;7;34
876;13958,6034;39,5860;3,9404;67,0000;67;8;4;12
877;12393,0342;23,9303;7,7255;61,0000;61;9;8;14
878;13192,9544;31,9295;3,9999;64,0000;64;6;3;10
879;14589,9680;45,8997;3,0664;69,0000;69;9;3;10
880;15220,1116;52,2011;3,1180;72,0000;72;11;3;8
881;13606,9882;36,0699;3,0496;66,0000;66;8;3;18
882;14573,6792;45,7368;3,9590;69,0000;69;13;3;12
883;15371,4050;53,7140;2,0975;71,0000;71;10;2;12
884;13500,1151;35,0012;3,0917;65,0000;65;6;3;13
885;12359,9672;23,5997;6,9361;61,0000;61;9;5;52
886;14039,8158;40,3982;3,0226;67,0000;67;9;3;13
887;13362,8890;33,6289;5,0052;65,0000;65;7;4;22
888;14857,4323;48,5743;3,9404;70,0000;70;7;4;10
889;13201,9422;32,0194;6,7735;64,0000;64;7;6;52
890;11539,2984;15,3930;3,9600;57,0000;57;5;4;16
891;12624,0480;26,2405;6,9329;62,0000;62;9;4;17
892;13368,2547;33,6825;6,8604;65,0000;65;7;6;17
893;13709,4832;37,0948;3,0425;66,0000;66;8;3;14
894;12695,4447;26,9544;6,8529;62,0000;62;15;4;32
895;13689,2464;36,8925;4,8882;66,0000;66;7;3;28
896;11325,7316;13,2573;4,8413;56,0000;56;5;4;29
897;14564,1051;45,6411;6,0081;69,0000;69;12;6;18
898;13413,4325;34,1343;5,6758;65,0000;65;11;4;23
899;11584,8047;15,8480;4,0025;58,0000;58;6;4;28
900;14752,7379;47,5274;4,9818;70,0000;70;18;5;28
